Latitude,Longitude,Vertex,Name
-76,-180,P1,SRZ
-73.5,-180,P2,SRZ
-73.5,-170,P3,SRZ
-75,-170,P4,SRZ
-75,-164,P5,SRZ
-76.5,-164,P6,SRZ
-76.5,-170,P7,SRZ
-76,-170,P8,SRZ
